result #	query	article title	article url	article description	Author	Date	total nr of results indicated by Google	Extra settings	
1133	“logical layer” blogurl:freedom-to-tinker.com/blog/jrmayer/search-neutrality-%E2%89%A0-net-neutrality	n/a	n/a	n/a			n/a		
1134	“logical layer” blogurl:michaelgeist.ca/content/view/4668/125	n/a	n/a	n/a			n/a		
1135	“logical layer” blogurl:benton.org/node/28370	n/a	n/a	n/a			n/a		
1136	“logical layer” blogurl:pajamasmedia.com/instapundit/91254	n/a	n/a	n/a			n/a		
1137	“logical layer” blogurl:pcmike.com/2010/01/08/court-to-fcc-you-have-no-power-to-enforce-net-neutrality-wired-news	n/a	n/a	n/a			n/a		
1138	“logical layer” blogurl:thegng.org/forums/showthread.php?t=12916	n/a	n/a	n/a			n/a		
1139	“logical layer” blogurl:thegng.org/forums/showthread.php?t=6736	n/a	n/a	n/a			n/a		
1140	“logical layer” blogurl:smt-info.com/comcast-fcc-take-net-neutrality-dispute-to-court-ap.html	n/a	n/a	n/a			n/a		
1141	“logical layer” blogurl:technews.am/conversations/cellular-news/comcast_fcc_take_net_neutrality_dispute_to_court	n/a	n/a	n/a			n/a		
1142	“logical layer” blogurl:technews.am	n/a	n/a	n/a			n/a		
1143	“logical layer” blogurl:cod4boards.com/news/163261-court-fcc-you-don-t-have-power-enforce-net-neutrality.html	n/a	n/a	n/a			n/a		
1144	“logical layer” blogurl:www2.webmasterradio.fm/webcology/2008/preserving-net-neutrality	n/a	n/a	n/a			n/a		
1145	“logical layer” blogurl:news.cnet.com/8301-1035_3-10430009-94.html?part=rss&subj=news&tag=2547-1_3-0-20	n/a	n/a	n/a			n/a		
1146	“logical layer” blogurl:topsy.com/tb/www.wired.com/threatlevel/2010/01/fcc-net-neutrality	n/a	n/a	n/a			n/a		
1147	“logical layer” blogurl:shareconnector.com/court-to-fcc-you-don%E2%80%99t-have-power-to-enforce-net-neutrality	n/a	n/a	n/a			n/a		
1148	“logical layer” blogurl:industry.bnet.com/technology/news-analysis/comcast-fcc-neutrality-court/25853	n/a	n/a	n/a			n/a		
1149	“logical layer” blogurl:techdirt.com/articles/20100108/1315247679.shtml	n/a	n/a	n/a			n/a		
1150	“logical layer” blogurl:digitaltrends.com/computing/net-neutrality-to-be-debated-at-ces-2010	n/a	n/a	n/a			n/a		
1151	“logical layer” blogurl:biggovernment.com/2010/01/06/the-left-continues-to-break-more-cracks-in-net-neutrality-front	n/a	n/a	n/a			n/a		
1152	“logical layer” blogurl:sciencenewsdaily.org/telecom-news/cluster30825320	n/a	n/a	n/a			n/a		
1153	“logical layer” blogurl:reason.com/archives/2010/01/06/the-war-over-neutrality	n/a	n/a	n/a			n/a		
1154	“logical layer” blogurl:lsolum.typepad.com/legaltheory/2009/12/speta-on-fcc-regulatory-jurisdiction-net-neutrality.html	n/a	n/a	n/a			n/a		
1155	“content layer” blogurl:chrismarsden.blogspot.com	n/a	n/a	n/a			n/a		
1156	“content layer” blogurl:freepress.net	n/a	n/a	n/a			n/a		
1157	“content layer” blogurl:savetheinternet.com/blog	n/a	n/a	n/a			n/a		
1158	“content layer” blogurl:dig.csail.mit.edu/breadcrumbs/blog/4	n/a	n/a	n/a			n/a		
1159	“content layer” blogurl:internetevolution.com/author.asp?section_id=506&doc_id=134705	n/a	n/a	n/a			n/a		
1160	“content layer” blogurl:seminal.firedoglake.com/diary/22925	n/a	n/a	n/a			n/a		
1161	“content layer” blogurl:techdailydose.nationaljournal.com/2010/01/fcc-using-comcast-dispute-to-p.php	n/a	n/a	n/a			n/a		
1162	“content layer” blogurl:philly.com/philly/business/technology/20100108_ap_comcastfcctakenetneutralitydisputetocourt.html	n/a	n/a	n/a			n/a		
1163	“content layer” blogurl:mediacitizen.blogspot.com/2010/01/at-consultant-conjures-evidence-that.html	n/a	n/a	n/a			n/a		
1164	“content layer” blogurl:artsjournal.com/artsjournal1/2010/01/why_musicians_s.shtml	n/a	n/a	n/a			n/a		
1165	“content layer” blogurl:savetheinternet.com/blog/10/01/07/net-neutrality-and-why-it-important-women	n/a	n/a	n/a			n/a		
1166	“content layer” blogurl:ecommercetimes.com/rsstory/69063.html	n/a	n/a	n/a			n/a		
1167	“content layer” blogurl:radiosurvivor.com/2010/01/08/crossover-bands-hit-fcc-with-net-neutrality-letters	n/a	n/a	n/a			n/a		
1168	“content layer” blogurl:blogportant.com/comcast-fcc-take-net-neutrality-dispute-to-court-ap	n/a	n/a	n/a			n/a		
1169	“content layer” blogurl:right-winglibertarian.blogspot.com/2010/01/so-what-exactly-is-net-neutrality.html	n/a	n/a	n/a			n/a		
1170	“content layer” blogurl:freedom-to-tinker.com/blog/jrmayer/search-neutrality-%E2%89%A0-net-neutrality	n/a	n/a	n/a			n/a		
1171	“content layer” blogurl:michaelgeist.ca/content/view/4668/125	n/a	n/a	n/a			n/a		
1172	“content layer” blogurl:benton.org/node/28370	n/a	n/a	n/a			n/a		
1173	“content layer” blogurl:pajamasmedia.com/instapundit/91254	n/a	n/a	n/a			n/a		
1174	“content layer” blogurl:pcmike.com/2010/01/08/court-to-fcc-you-have-no-power-to-enforce-net-neutrality-wired-news	n/a	n/a	n/a			n/a		
1175	“content layer” blogurl:thegng.org/forums/showthread.php?t=12916	n/a	n/a	n/a			n/a		
1176	“content layer” blogurl:thegng.org/forums/showthread.php?t=6736	n/a	n/a	n/a			n/a		
1177	“content layer” blogurl:smt-info.com/comcast-fcc-take-net-neutrality-dispute-to-court-ap.html	n/a	n/a	n/a			n/a		
1178	“content layer” blogurl:technews.am/conversations/cellular-news/comcast_fcc_take_net_neutrality_dispute_to_court	n/a	n/a	n/a			n/a		
1179	“content layer” blogurl:technews.am	n/a	n/a	n/a			n/a		
1180	“content layer” blogurl:cod4boards.com/news/163261-court-fcc-you-don-t-have-power-enforce-net-neutrality.html	n/a	n/a	n/a			n/a		
1181	“content layer” blogurl:www2.webmasterradio.fm/webcology/2008/preserving-net-neutrality	n/a	n/a	n/a			n/a		
1182	“content layer” blogurl:news.cnet.com/8301-1035_3-10430009-94.html?part=rss&subj=news&tag=2547-1_3-0-20	n/a	n/a	n/a			n/a		
1183	“content layer” blogurl:topsy.com/tb/www.wired.com/threatlevel/2010/01/fcc-net-neutrality	n/a	n/a	n/a			n/a		
1184	“content layer” blogurl:shareconnector.com/court-to-fcc-you-don%E2%80%99t-have-power-to-enforce-net-neutrality	n/a	n/a	n/a			n/a		
1185	“content layer” blogurl:industry.bnet.com/technology/news-analysis/comcast-fcc-neutrality-court/25853	n/a	n/a	n/a			n/a		
1186	“content layer” blogurl:techdirt.com/articles/20100108/1315247679.shtml	n/a	n/a	n/a			n/a		
1187	“content layer” blogurl:digitaltrends.com/computing/net-neutrality-to-be-debated-at-ces-2010	n/a	n/a	n/a			n/a		
1188	“content layer” blogurl:biggovernment.com/2010/01/06/the-left-continues-to-break-more-cracks-in-net-neutrality-front	n/a	n/a	n/a			n/a		
1189	“content layer” blogurl:sciencenewsdaily.org/telecom-news/cluster30825320	n/a	n/a	n/a			n/a		
1190	“content layer” blogurl:reason.com/archives/2010/01/06/the-war-over-neutrality	n/a	n/a	n/a			n/a		
1191	“content layer” blogurl:lsolum.typepad.com/legaltheory/2009/12/speta-on-fcc-regulatory-jurisdiction-net-neutrality.html	n/a	n/a	n/a			n/a		
1192	ethical blogurl:chrismarsden.blogspot.com	n/a	n/a	n/a			n/a		
1193	ethical blogurl:freepress.net	kenneth tomlinson's ethical problems don't prevent reappointment ...	http://www.freepress.net/news/19819	kenneth l. tomlinson, a close friend of karl rove was re-nominated by the president as chairman of the broadcasting board of governors -- the agency that supervises the voice of america, radio free europe and other government radio and ...	n/a	14/12/2006	13		
1194	ethical blogurl:freepress.net	ftc chair says there's no ethical conflict in google review	http://www.freepress.net/news/29054	the head of the federal trade commission said she won't remove herself from an antitrust review of google's purchase of online advertising company doubleclick, rebuffing requests from privacy groups opposed to the transaction.	n/a	13/12/2007	13		
1195	ethical blogurl:freepress.net	getting it wrong, letting it slide	http://www.freepress.net/news/27008	why is it that the mightier the news organization, the likelier it will stand by ethical blunders that would shame a first-year reporter?	n/a	15/10/2007	13		
1196	ethical blogurl:freepress.net	the 26th annual everett c. parker ethics in telecommunications ...	http://www.freepress.net/event/818	the everett c. parker ethics in telecommunications lecture is the only lecture in the country to examine telecommunications and the digital age from an ethical perspective. it is funded by the communications industry, ...	n/a	11/08/2008	13		
1197	ethical blogurl:freepress.net	Rather to Obama: Journalism Needs Help | Free Press	http://www.freepress.net/node/71121	The news should always be ethical and above the garage they cover most of the time. I get tired of only hearing negative stuff, not enough good, or of any interest. I can't trust the media to give me the truth about a canidate running ...	n/a	30/07/2009	13		
1198	ethical blogurl:freepress.net	when us-made 'censorware' ends up in iron fists	http://www.freepress.net/news/26861	if a us firm wanted to sell internet filters to burma (myanmar) today, despite several layers of economic sanctions against the government there, it would probably be legal to do so. but is it ethical?	n/a	09/10/2007	13		
1199	ethical blogurl:freepress.net	chasing ethics in america	http://www.freepress.net/news/17766	do the demands of secrecy, national security and profit really trump the need for ethical behavior? the fcc seems to have forgotten their mission of serving the public in matters involving broadcast licensing.	n/a	19/09/2006	13		
1200	ethical blogurl:freepress.net	municipal wi-fi is coming, and why privacy advocates should care	http://www.freepress.net/news/16724	largely absent from the muni wi-fi debate so far have been arguments about the privacy risks of such systems. as roll outs continue, surveillance and privacy scholars, activists and policy makers must become engaged in ethical ...	n/a	24/07/2006	13		
1201	ethical blogurl:freepress.net	the people's fcc	http://www.freepress.net/news/19644	fcc chairman kevin martin is trying to remove the ethical constraints on one of his commissioners in order to win a vote on an issue of national concern. the chairman's action is wrong, and the fcc staff should have the backbone to ...	n/a	10/12/2006	13		
1202	ethical blogurl:freepress.net	on the internet, everyone may find you're a dog	http://www.freepress.net/news/24706	while anonymity can be an attractive feature of the internet, how and when you use it raises some interesting ethical questions.	n/a	17/07/2007	13		
1203	ethical blogurl:freepress.net	halberstam taught a generation of reporters to ask the hard questions	http://www.freepress.net/news/22965	journalist and author david halberstam took his job seriously and encouraged young journalists to be curious, ethical and honest, fortified with "inner toughness," fearlessly out to change society.	n/a	03/05/2007	13		
1204	ethical blogurl:freepress.net	late effort to have fcc re-examine the dtv transition plan	http://www.freepress.net/news/25580	while lawmakers complain that not enough people are aware of the 2009 digital transition, a collection of interest groups is now telling the fcc that the agency has neglected to enact critical ethical standards for the use of that ...	n/a	20/08/2007	13		
1205	ethical blogurl:freepress.net	ruckus upsets college music scene	http://www.freepress.net/news/18716	the practice of using popular social-networking web sites as a means to market new products is a growing trend that raises questions about where internet marketing might cross ethical lines.	n/a	26/10/2006	13		
1206	ethical blogurl:savetheinternet.com/blog	Net Neutrality at Home Is Key to Promoting Democracy Abroad, say ...	http://www.savetheinternet.com/blog/09/11/25/net-neutrality-home-key-promoting-democracy-abroad-say-white-house-state-department	If Comcast gets tax breaks from local government, then they have a civic, ethical, moral and perhaps legal obligation to provide fair and balanced moderation of their message boards. This type of social engineering is an outrage. ...	Marvin Ammori  	25/11/2009	5		
1207	ethical blogurl:savetheinternet.com/blog	SaveTheInternet.com Archive	http://www.savetheinternet.com/blog/2006/12/18/fcc-commissioner-takes-high-road-on-att-mega-merger/	You can help persuade the FCC chairman by joining the more than 20000 people who have signed this letter to “urge your members of Congress to step in, stop Martin's ethical lapse and save Internet freedom.” ...	tkarr  	18/12/2006	5		
1208	ethical blogurl:savetheinternet.com/blog	Comment on Sen. Kerry: I Need Your Feedback on Net Neutrality by ...	http://www.savetheinternet.com/blog/2008/04/21/sen-kerry-i-need-your-feedback-on-net-neutrality/#comment-99125	The New York Times, just today, released a massive study of its effect on the ethical spirits of a group of high ranking military officials - an effect with massive reverberations throughout our society and the world-wide economic ...	elfpix  	21/04/2008	5		
1209	ethical blogurl:savetheinternet.com/blog	New Congress Turns Hostile to Ma Bell's Man at the FCC	http://www.savetheinternet.com/blog/2006/12/07/new-congress-turns-hostile-to-ma-bells-man-at-the-fcc/	Dingell's letter demanded an explanation, and stated that he wants the merger handled “without compromising the ethical standards of the independent agency or the individual Commissioners involved.” Inouye questioned Martin's rationale ...	tkarr  	07/12/2006	5		
1210	ethical blogurl:savetheinternet.com/blog	AT&T Boss Asks Employees to Fake It | Save the Internet	http://www.savetheinternet.com/blog/09/10/20/att-boss-asks-employees-fake-it	AT&T has "asked' its employees to fake it in the fight against Net Neutrality. The company's top policy officer sent a memo to workers on Monday urging them to hide their company affiliation before posting anti-Net Neutrality comments ...	Tim Karr  	20/10/2009	5		
1211	ethical blogurl:dig.csail.mit.edu/breadcrumbs/blog/4	n/a	n/a	n/a			n/a		
1212	ethical blogurl:internetevolution.com/author.asp?section_id=506&doc_id=134705	n/a	n/a	n/a			n/a		
1213	ethical blogurl:seminal.firedoglake.com/diary/22925	n/a	n/a	n/a			n/a		
1214	ethical blogurl:techdailydose.nationaljournal.com/2010/01/fcc-using-comcast-dispute-to-p.php	n/a	n/a	n/a			n/a		
1215	ethical blogurl:philly.com/philly/business/technology/20100108_ap_comcastfcctakenetneutralitydisputetocourt.html	n/a	n/a	n/a			n/a		
1216	ethical blogurl:mediacitizen.blogspot.com/2010/01/at-consultant-conjures-evidence-that.html	n/a	n/a	n/a			n/a		
